Награда — 1996 — Премия Оскар — лучшая мужская роль — Покидая Лас-Вегас
Награда — 1996 — Премия Золотой глобус — лучшая мужская роль в драме — Покидая Лас-Вегас
Награда — 1996 — Премия Гильдии киноактёров США — лучшая мужская роль — Покидая Лас-Вегас
Награда — 1995 — Премия Серебряная раковина — лучший актёр — Покидая Лас-Вегас
Награда — 2024 — Премия Сатурн — лучшая мужская роль второго плана — Ренфилд
Номинация — 1988 — Премия Золотой глобус — лучшая мужская роль в комедии или мюзикле — Власть луны
Номинация — 1993 — Премия Золотой глобус — лучшая мужская роль в комедии или мюзикле — Медовый месяц в Лас-Вегасе
Номинация — 1996 — Премия BAFTA — лучшая мужская роль — Покидая Лас-Вегас
Номинация — 2003 — Премия Оскар — лучшая мужская роль — Адаптация
Номинация — 2003 — Премия Золотой глобус — лучшая мужская роль в комедии или мюзикле — Адаптация
Номинация — 2003 — Премия Гильдии киноактёров США — лучшая мужская роль — Адаптация
Номинация — 2007 — Премия Золотая малина — худшая мужская роль — Плетёный человек
Номинация — 2008 — Премия Золотая малина — худшая мужская роль — Призрачный гонщик
Номинация — 2012 — Премия Золотая малина — худшая мужская роль — Сумасшедшая езда
Номинация — 2013 — Премия Золотая малина — худшая мужская роль — Призрачный гонщик 2
Номинация — 2015 — Премия Золотая малина — худшая мужская роль — Оставленные
Номинация — 2017 — Премия Золотая малина — худшая мужская роль второго плана — Сноуден
